Portal,Report Name,Table,Columns In the Table,Data Type,Description
SC,DSP Line Item,ads_dsp_line_item_performance,advertiser,Character Varying,The name for the advertiser
SC,DSP Line Item,ads_dsp_line_item_performance,agency_fee,Double Precision,A percentage removed from the total budget to compensate the agency managing the media buy.
SC,DSP Line Item,ads_dsp_line_item_performance,amazon_dsp_audience_fee,Double Precision,CPM charge applied to impressions that leverage Amazon's behavioral targeting.
SC,DSP Line Item,ads_dsp_line_item_performance,amazon_dsp_console_fee,Double Precision,The technology fee applied to the media supply costs.
SC,DSP Line Item,ads_dsp_line_item_performance,app_subscription_sign_up_clicks,Double Precision,The number of free trial and paid app subscriptions associated with a click on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,app_subscription_sign_up_rate,Double Precision,App subscription sign-ups divided by impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,app_subscription_sign_up_views,Double Precision,The number of free trial and paid app subscriptions associated with ad impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,app_subscription_sign_ups,Double Precision,The number of free trial and paid app subscriptions associated with a click or view on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,atc,Double Precision,"Number of times shoppers added a promoted product to their cart, attributed to an ad view or click."
SC,DSP Line Item,ads_dsp_line_item_performance,atc_clicks,Double Precision,"Number of times shoppers added a promoted product to their cart, attributed to an ad click"
SC,DSP Line Item,ads_dsp_line_item_performance,atc_views,Double Precision,"Number of times shoppers added a promoted product to their cart, attributed to an ad view."
SC,DSP Line Item,ads_dsp_line_item_performance,atcr,Double Precision,ATCR = ATC / Impressions
SC,DSP Line Item,ads_dsp_line_item_performance,atl,Double Precision,"Number of times shoppers added a promoted product to a wish list, gift list, or registry, attributed to an ad view or click"
SC,DSP Line Item,ads_dsp_line_item_performance,atl_clicks,Double Precision,"Number of times shoppers added a promoted product to a wish list, gift list, or registry, attributed to an ad click"
SC,DSP Line Item,ads_dsp_line_item_performance,atl_views,Double Precision,"Number of times shoppers added a promoted product to a wish list, gift list, or registry, attributed to an ad view."
SC,DSP Line Item,ads_dsp_line_item_performance,atlr,Double Precision,ATLR = ATL / Impressions
SC,DSP Line Item,ads_dsp_line_item_performance,avg_impression_frequency,Double Precision,The average number of exposures per unique user for an ad.
SC,DSP Line Item,ads_dsp_line_item_performance,avg._impression_frequency,Double Precision,The average number of exposures per unique user for an ad.
SC,DSP Line Item,ads_dsp_line_item_performance,base_supply_bid,Double Precision,Also known as media bid. This is the ideal amount you want to pay per thousand impressions for ad inventory.
SC,DSP Line Item,ads_dsp_line_item_performance,click_throughs,Double Precision,"The number of times the ad was clicked, excluding general invalid traffic or more."
SC,DSP Line Item,ads_dsp_line_item_performance,cost_per_app_subscription,Double Precision,Total cost divided by app subscription sign-ups.
SC,DSP Line Item,ads_dsp_line_item_performance,cost_per_free_trial_app_subscription,Double Precision,Total cost divided by free trial app subscription sign-ups.
SC,DSP Line Item,ads_dsp_line_item_performance,cost_per_free_trial_subscription,Double Precision,Total cost divided by free trial subscription sign ups
SC,DSP Line Item,ads_dsp_line_item_performance,cost_per_paid_app_subscription,Double Precision,Total cost divided by paid app subscription sign-ups.
SC,DSP Line Item,ads_dsp_line_item_performance,cost_per_paid_subscription,Double Precision,Total cost divided by paid subscription sign ups.
SC,DSP Line Item,ads_dsp_line_item_performance,cost_per_subscription,Double Precision,Total cost divided by subscription sign ups.
SC,DSP Line Item,ads_dsp_line_item_performance,ctr,Double Precision,The number of click-throughs relative to the number of impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,cumulative_reach,Double Precision,The number of unique users exposed from campaign start.
SC,DSP Line Item,ads_dsp_line_item_performance,date,timestamp with time zone,Date that DSP ad is running
SC,DSP Line Item,ads_dsp_line_item_performance,delivery_rate,Double Precision,The rate at which the order or line item is spending money relative to its budget and date range.
SC,DSP Line Item,ads_dsp_line_item_performance,dpv,Double Precision,"Number of detail page views for promoted products, attributed to an ad view or click."
SC,DSP Line Item,ads_dsp_line_item_performance,dpv_clicks,Double Precision,"Number of detail page views for promoted products, attributed to an ad click"
SC,DSP Line Item,ads_dsp_line_item_performance,dpv_views,Double Precision,"Number of detail page views for promoted products, attributed to an ad view."
SC,DSP Line Item,ads_dsp_line_item_performance,dpvr,Double Precision,DPV / Impressions
SC,DSP Line Item,ads_dsp_line_item_performance,ecpatc,Double Precision,eCPATC = Total cost / ATC
SC,DSP Line Item,ads_dsp_line_item_performance,ecpatl,Double Precision,eCPATL = Total cost / ATL
SC,DSP Line Item,ads_dsp_line_item_performance,ecpc,Double Precision,The amount of money paid per click-through.
SC,DSP Line Item,ads_dsp_line_item_performance,ecpdpv,Double Precision,eCPDPV = Total cost / DPV
SC,DSP Line Item,ads_dsp_line_item_performance,ecpm,Double Precision,The total cost per thousand impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,ecpp,Double Precision,eCPP = Total cost / Purchases
SC,DSP Line Item,ads_dsp_line_item_performance,ecpprpv,Double Precision,eCPPRPV = Total cost / PRPV
SC,DSP Line Item,ads_dsp_line_item_performance,ecpvc,Double Precision,eCPVC = Total cost / Video complete
SC,DSP Line Item,ads_dsp_line_item_performance,erpm,Double Precision,(eRPM = Sales / (Impressions / 1000))
SC,DSP Line Item,ads_dsp_line_item_performance,free_trial_app_subscription_sign_up_clicks,Double Precision,The number of free trial app subscriptions associated with a click on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,free_trial_app_subscription_sign_up_rate,Double Precision,Free trial app subscription sign-ups divided by impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,free_trial_app_subscription_sign_up_views,Double Precision,The number of free trial app subscriptions associated with ad impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,free_trial_app_subscription_sign_ups,Double Precision,The number of free trial app subscriptions associated with a click or view on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,free_trial_subscription_sign_up_clicks,Double Precision,The number of free trial subscriptions for sponsored products associated with a click on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,free_trial_subscription_sign_up_rate,Double Precision,Free trials divided by impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,free_trial_subscription_sign_up_views,Double Precision,The number of free trial subscriptions for sponsored products associated with ad impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,free_trial_subscription_sign_ups,Double Precision,The number of free trial subscriptions for sponsored products associated with a click or view on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,id,Integer,Unique number assigned to every line in the table
SC,DSP Line Item,ads_dsp_line_item_performance,impressions,Double Precision,"The number of times the ad was displayed, excluding general invalid traffic or more."
SC,DSP Line Item,ads_dsp_line_item_performance,line_item,Character Varying,"The ad format, media, budget, flight, targeting, and fee settings used to distribute ads"
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_budget,Double Precision,The budget set for the line item.
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_comments,Character Varying,Comments
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_deal_delivery_type,Character Varying,Deal delivery type
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_end_date,timestamp with time zone,The last date for the line item's flight
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_external_id,Character Varying,External line item id.
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_frequency_cap_count,Integer,Frequency within the cap period an advetisment can be served to a unique user. 
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_frequency_cap_max_count,Integer,Max amount of times an advetisment can be service to a unique user within the frequency cap period.
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_frequency_cap_period_type,Character Varying,"Period type for frequency cap: i.e Day, Week, Month"
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_id,Character Varying,Unique line item id
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_max_bid_cpm,Double Precision,The maximum cost-per-thousand impressions bid for media supply.
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_start_date,timestamp with time zone,The first date for the line item's flight
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_status,Character Varying,"Shows whether the line item is running, paused, ended, etc."
SC,DSP Line Item,ads_dsp_line_item_performance,line_item_type,Character Varying,"The classification of the line item (for example standard display, mobile app, third party video, etc.)."
SC,DSP Line Item,ads_dsp_line_item_performance,line_items_activation,Character Varying,Shows whether line item is active or not
SC,DSP Line Item,ads_dsp_line_item_performance,measurable_impressions,Double Precision,Number of impressions that were measured for viewability.
SC,DSP Line Item,ads_dsp_line_item_performance,measurable_rate,Double Precision,Measurable impressions / total impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_ecpp,Double Precision,New-to-brand eCPP = Total cost / New-to-brand purchases
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_erpm,Double Precision,(NTB eRPM = NTB Sales / (Impressions / 1000))
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_product_sales,Double Precision,"Sales (in local currency) of promoted products to new-to-brand shoppers, attributed to an ad view or click."
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_purchase_rate,Double Precision,New-to-brand purchase rate = New-to-brand purchases / Impressions
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_purchases,Double Precision,"Number of new-to-brand purchases for promoted products, attributed to an ad view or click."
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_purchases_clicks,Double Precision,"Number of new-to-brand purchases for promoted products, attributed to an ad click"
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_purchases_views,Double Precision,"Number of new-to-brand purchases for promoted products, attributed to an ad view"
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_roas,Double Precision,ROAS = New to brand product sales / Total cost
SC,DSP Line Item,ads_dsp_line_item_performance,new_to_brand_units_sold,Double Precision,(eRPM = Sales / (Impressions / 1000))
SC,DSP Line Item,ads_dsp_line_item_performance,paid_app_subscription _sign_ups_clicks,Double Precision,The number of paid app subscriptions associated with a click on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,paid_app_subscription _sign_ups_views,Double Precision,The number of paid app subscriptions associated with ad impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,paid_app_subscription_sign_up_rate,Double Precision,Paid app subscription sign-ups divided by impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,paid_app_subscription_sign_ups,Double Precision,The number of paid app subscriptions associated with a click or view on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,paid_subscription_sign_up_clicks,Double Precision,The number of paid subscriptions for sponsored products associated with a click on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,paid_subscription_sign_up_rate,Double Precision,Paid subscriptions divided by impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,paid_subscription_sign_up_views,Double Precision,The number of paid subscriptions for sponsored products associated with ad impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,paid_subscription_sign_ups,Double Precision,The number of paid subscriptions for sponsored products associated with a click or view on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,percent_of_purchases_new_to_brand,Double Precision,Percent of ad-attributed purchases for promoted products that were new to brand.
SC,DSP Line Item,ads_dsp_line_item_performance,product_sales,Double Precision,"Sales (in local currency) of promoted products, attributed to an ad view or click."
SC,DSP Line Item,ads_dsp_line_item_performance,prpv,Double Precision,"Number of times shoppers visited the product review page for a promoted product, attributed to an ad view or click."
SC,DSP Line Item,ads_dsp_line_item_performance,prpv_clicks,Double Precision,"Number of times shoppers visited the product review page for a promoted product, attributed to an ad click."
SC,DSP Line Item,ads_dsp_line_item_performance,prpv_views,Double Precision,"Number of times shoppers visited the product review page for a promoted product, attributed to an ad view."
SC,DSP Line Item,ads_dsp_line_item_performance,prpvr,Double Precision,ATCR = ATC / Impressions
SC,DSP Line Item,ads_dsp_line_item_performance,purchase_rate,Double Precision,Purchase rate = Purchases / Impressions
SC,DSP Line Item,ads_dsp_line_item_performance,purchases,Double Precision,"Number of times any quantity of a promoted product was included in a purchase event, attributed to an ad view or click"
SC,DSP Line Item,ads_dsp_line_item_performance,purchases_clicks,Double Precision,"Number of times any quantity of a promoted product was included in a purchase event, attributed to an ad click"
SC,DSP Line Item,ads_dsp_line_item_performance,purchases_views,Double Precision,"Number of times any quantity of a promoted product was included in a purchase event, attributed to an ad view"
SC,DSP Line Item,ads_dsp_line_item_performance,roas,Double Precision,ROAS = Product sales / Total cost)
SC,DSP Line Item,ads_dsp_line_item_performance,subscription_sign_up_clicks,Double Precision,The number of free trial and paid subscriptions for sponsored products associated with a click on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,subscription_sign_up_rate,Double Precision,Free trials and paid subscriptions divided by impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,subscription_sign_up_views,Double Precision,The number of free trial and paid subscriptions for sponsored products associated with ad impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,subscription_sign_ups,Double Precision,The number of free trial and paid subscriptions for sponsored products associated with a click or view on your ad.
SC,DSP Line Item,ads_dsp_line_item_performance,supply_cost,Double Precision,The total amount of money spent on media supply.
SC,DSP Line Item,ads_dsp_line_item_performance,total_cost,Double Precision,The total amount of money spent on running the campaign (does not include 3P fees paid by the managing agency)
SC,DSP Line Item,ads_dsp_line_item_performance,total_pixel,Double Precision,The number of pixel conversion events.
SC,DSP Line Item,ads_dsp_line_item_performance,total_pixel_cvr,Double Precision,The number of pixel conversion events relative to the number of impressions across all pixels.
SC,DSP Line Item,ads_dsp_line_item_performance,units_sold,Double Precision,"Units of promoted products purchased, attributed to an ad view or click."
SC,DSP Line Item,ads_dsp_line_item_performance,video_complete,Double Precision,The number of times a video ad played to completion.
SC,DSP Line Item,ads_dsp_line_item_performance,video_completion_rate,Double Precision,Video completion rate = Video complete / Video start
SC,DSP Line Item,ads_dsp_line_item_performance,video_first_quartile,Double Precision,The number of times at least 25% of a video ad played.
SC,DSP Line Item,ads_dsp_line_item_performance,video_midpoint,Double Precision,The number of times at least 50% of a video ad played.
SC,DSP Line Item,ads_dsp_line_item_performance,video_mute,Double Precision,The number of times a user muted the video ad.
SC,DSP Line Item,ads_dsp_line_item_performance,video_pause,Double Precision,The number of times a user paused the video ad.
SC,DSP Line Item,ads_dsp_line_item_performance,video_resume,Double Precision,The number of times a user unpaused the video ad.
SC,DSP Line Item,ads_dsp_line_item_performance,video_start,Double Precision,The number of times a video ad was started.
SC,DSP Line Item,ads_dsp_line_item_performance,video_third_quartile,Double Precision,The number of times at least 75% of a video ad played.
SC,DSP Line Item,ads_dsp_line_item_performance,video_unmute,Double Precision,The number of times a user unmuted the video ad.
SC,DSP Line Item,ads_dsp_line_item_performance,viewability_rate,Double Precision,Viewable impressions / measurable impressions.
SC,DSP Line Item,ads_dsp_line_item_performance,viewable_impressions,Double Precision,The number of times an ad was viewed by customers.
SC,DSP Orders,ads_dsp_order_performance,_created_on,timestamp with time zone,Date the record was created
SC,DSP Orders,ads_dsp_order_performance,_last_updated_on,timestamp with time zone,Date the record was last updated
SC,DSP Orders,ads_dsp_order_performance,_partneruuid,Character Varying,Partner Unique Identifier
SC,DSP Orders,ads_dsp_order_performance,_revision,Integer,Number of times the record has changed
SC,DSP Orders,ads_dsp_order_performance,3p_fees,Double Precision,The total CPM charges applied for using 3P data providers.
SC,DSP Orders,ads_dsp_order_performance,advertiser,Character Varying,The name for the advertiser
SC,DSP Orders,ads_dsp_order_performance,advertiser_id,Character Varying,Advertiser ID
SC,DSP Orders,ads_dsp_order_performance,agency_fee,Double Precision,A percentage removed from the total budget to compensate the agency managing the media buy.
SC,DSP Orders,ads_dsp_order_performance,amazon_dsp_audience_fee,Double Precision,CPM charge applied to impressions that leverage Amazon's behavioral targeting.
SC,DSP Orders,ads_dsp_order_performance,amazon_dsp_console_fee,Double Precision,The technology fee applied to the media supply costs.
SC,DSP Orders,ads_dsp_order_performance,app_subscription_sign_up_clicks,Double Precision,The number of free trial and paid app subscriptions associated with a click on your ad.
SC,DSP Orders,ads_dsp_order_performance,app_subscription_sign_up_rate,Double Precision, App subscription sign-ups divided by impressions.
SC,DSP Orders,ads_dsp_order_performance,app_subscription_sign_up_views,Double Precision,The number of free trial and paid app subscriptions associated with ad impressions.
SC,DSP Orders,ads_dsp_order_performance,app_subscription_sign_ups,Double Precision,The number of free trial and paid app subscriptions associated with a click or view on your ad.
SC,DSP Orders,ads_dsp_order_performance,atc,Double Precision,"Number of times shoppers added a promoted product to their cart, attributed to an ad view or click. "
SC,DSP Orders,ads_dsp_order_performance,atc_clicks,Double Precision,"Number of times shoppers added a promoted product to their cart, attributed to an ad click"
SC,DSP Orders,ads_dsp_order_performance,atc_views,Double Precision,"Number of times shoppers added a promoted product to their cart, attributed to an ad view."
SC,DSP Orders,ads_dsp_order_performance,atcr,Double Precision,ATCR = ATC / Impressions
SC,DSP Orders,ads_dsp_order_performance,atl,Double Precision,"Number of times shoppers added a promoted product to a wish list, gift list, or registry, attributed to an ad view or click"
SC,DSP Orders,ads_dsp_order_performance,atl_clicks,Double Precision,"Number of times shoppers added a promoted product to a wish list, gift list, or registry, attributed to an ad click"
SC,DSP Orders,ads_dsp_order_performance,atl_views,Double Precision,"Number of times shoppers added a promoted product to a wish list, gift list, or registry, attributed to an ad view."
SC,DSP Orders,ads_dsp_order_performance,atlr,Double Precision,ATLR = ATL / Impressions
SC,DSP Orders,ads_dsp_order_performance,avg_impression_frequency,Double Precision,The average number of exposures per unique user for an ad.
SC,DSP Orders,ads_dsp_order_performance,click_throughs,Double Precision,"The number of times the ad was clicked, excluding general invalid traffic or more."
SC,DSP Orders,ads_dsp_order_performance,cost_per_app_subscription,Double Precision,Total cost divided by app subscription sign-ups.
SC,DSP Orders,ads_dsp_order_performance,cost_per_free_trial_app_subscription,Double Precision,Total cost divided by free trial app subscription sign-ups.
SC,DSP Orders,ads_dsp_order_performance,cost_per_free_trial_subscription,Double Precision,Total cost divided by free trial subscription sign ups
SC,DSP Orders,ads_dsp_order_performance,cost_per_paid_app_subscription,Double Precision,Total cost divided by paid app subscription sign-ups.
SC,DSP Orders,ads_dsp_order_performance,cost_per_paid_subscription,Double Precision,Total cost divided by paid subscription sign ups.
SC,DSP Orders,ads_dsp_order_performance,cost_per_subscription,Double Precision,Total cost divided by subscription sign ups.
SC,DSP Orders,ads_dsp_order_performance,ctr,Double Precision,The number of click-throughs relative to the number of impressions.
SC,DSP Orders,ads_dsp_order_performance,cumulative_reach,Double Precision,The number of unique users exposed from campaign start.
SC,DSP Orders,ads_dsp_order_performance,date,timestamp with time zone,Date that DSP ad is running
SC,DSP Orders,ads_dsp_order_performance,dpv,Double Precision,"Number of detail page views for promoted products, attributed to an ad view or click. "
SC,DSP Orders,ads_dsp_order_performance,dpv_clicks,Double Precision,"Number of detail page views for promoted products, attributed to an ad click"
SC,DSP Orders,ads_dsp_order_performance,dpv_views,Double Precision,"Number of detail page views for promoted products, attributed to an ad view. "
SC,DSP Orders,ads_dsp_order_performance,dpvr,Double Precision,DPV / Impressions
SC,DSP Orders,ads_dsp_order_performance,ecpatc,Double Precision,eCPATC = Total cost / ATC
SC,DSP Orders,ads_dsp_order_performance,ecpatl,Double Precision,eCPATL = Total cost / ATL
SC,DSP Orders,ads_dsp_order_performance,ecpc,Double Precision,The amount of money paid per click-through.
SC,DSP Orders,ads_dsp_order_performance,ecpdpv,Double Precision,eCPDPV = Total cost / DPV
SC,DSP Orders,ads_dsp_order_performance,ecpm,Double Precision,The total cost per thousand impressions.
SC,DSP Orders,ads_dsp_order_performance,ecpp,Double Precision,eCPP = Total cost / Purchases
SC,DSP Orders,ads_dsp_order_performance,ecpprpv,Double Precision,eCPPRPV = Total cost / PRPV
SC,DSP Orders,ads_dsp_order_performance,ecpvc,Double Precision,eCPVC = Total cost / Video complete
SC,DSP Orders,ads_dsp_order_performance,erpm,Double Precision,(eRPM = Sales / (Impressions / 1000))
SC,DSP Orders,ads_dsp_order_performance,free_trial_app_subscription_sign_up_clicks,Double Precision,The number of free trial app subscriptions associated with a click on your ad.
SC,DSP Orders,ads_dsp_order_performance,free_trial_app_subscription_sign_up_rate,Double Precision, Free trial app subscription sign-ups divided by impressions.
SC,DSP Orders,ads_dsp_order_performance,free_trial_app_subscription_sign_up_views,Double Precision,The number of free trial app subscriptions associated with ad impressions.
SC,DSP Orders,ads_dsp_order_performance,free_trial_app_subscription_sign_ups,Double Precision,The number of free trial app subscriptions associated with a click or view on your ad.
SC,DSP Orders,ads_dsp_order_performance,free_trial_subscription_sign_up_clicks,Double Precision,The number of free trial subscriptions for sponsored products associated with a click on your ad.
SC,DSP Orders,ads_dsp_order_performance,free_trial_subscription_sign_up_rate,Double Precision,Free trials divided by impressions.
SC,DSP Orders,ads_dsp_order_performance,free_trial_subscription_sign_up_views,Double Precision,The number of free trial subscriptions for sponsored products associated with ad impressions.
SC,DSP Orders,ads_dsp_order_performance,free_trial_subscription_sign_ups,Double Precision,The number of free trial subscriptions for sponsored products associated with a click or view on your ad.
SC,DSP Orders,ads_dsp_order_performance,id,Integer,Unique number assigned to every line in the table
SC,DSP Orders,ads_dsp_order_performance,impressions,Double Precision,"The number of times the ad was displayed, excluding general invalid traffic or more. "
SC,DSP Orders,ads_dsp_order_performance,measurable_impressions,Double Precision,Number of impressions that were measured for viewability.
SC,DSP Orders,ads_dsp_order_performance,measurable_rate,Double Precision,Measurable impressions / total impressions. 
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_ecpp,Double Precision,New-to-brand eCPP = Total cost / New-to-brand purchases
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_erpm,Double Precision,(NTB eRPM = NTB Sales / (Impressions / 1000))
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_product_sales,Double Precision,"Sales (in local currency) of promoted products to new-to-brand shoppers, attributed to an ad view or click. "
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_purchase_rate,Double Precision,New-to-brand purchase rate = New-to-brand purchases / Impressions
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_purchases,Double Precision,"Number of new-to-brand purchases for promoted products, attributed to an ad view or click."
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_purchases_clicks,Double Precision,"Number of new-to-brand purchases for promoted products, attributed to an ad click"
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_purchases_views,Double Precision,"Number of new-to-brand purchases for promoted products, attributed to an ad view"
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_roas,Double Precision,ROAS = New to brand product sales / Total cost
SC,DSP Orders,ads_dsp_order_performance,new_to_brand_units_sold,Double Precision,(eRPM = Sales / (Impressions / 1000))
SC,DSP Orders,ads_dsp_order_performance,order,Character Varying,A name for the order that appears in AAP
SC,DSP Orders,ads_dsp_order_performance,order_budget,Double Precision,The budget set for the order
SC,DSP Orders,ads_dsp_order_performance,order_comments,Character Varying,Comments
SC,DSP Orders,ads_dsp_order_performance,order_delivery_rate,Double Precision,The rate at which the order or line item is spending money relative to its budget and date range.
SC,DSP Orders,ads_dsp_order_performance,order_end_date,timestamp with time zone,The last date for the order's flight
SC,DSP Orders,ads_dsp_order_performance,order_id,Character Varying,Order ID
SC,DSP Orders,ads_dsp_order_performance,order_start_date,timestamp with time zone,The first date for the order's flight
SC,DSP Orders,ads_dsp_order_performance,order_status,Character Varying,"Shows whether the order is running, paused, ended, etc."
SC,DSP Orders,ads_dsp_order_performance,paid_app_subscription _sign_ups,Double Precision,The number of paid app subscriptions associated with a click or view on your ad.
SC,DSP Orders,ads_dsp_order_performance,paid_app_subscription _sign_ups_clicks,Double Precision,The number of paid app subscriptions associated with a click on your ad.
SC,DSP Orders,ads_dsp_order_performance,paid_app_subscription _sign_ups_views,Double Precision,The number of paid app subscriptions associated with ad impressions.
SC,DSP Orders,ads_dsp_order_performance,paid_app_subscription_sign_up_rate,Double Precision, Paid app subscription sign-ups divided by impressions.
SC,DSP Orders,ads_dsp_order_performance,paid_subscription_sign_up_clicks,Double Precision,The number of paid subscriptions for sponsored products associated with a click on your ad.
SC,DSP Orders,ads_dsp_order_performance,paid_subscription_sign_up_rate,Double Precision,Paid subscriptions divided by impressions.
SC,DSP Orders,ads_dsp_order_performance,paid_subscription_sign_up_views,Double Precision,The number of paid subscriptions for sponsored products associated with ad impressions.
SC,DSP Orders,ads_dsp_order_performance,paid_subscription_sign_ups,Double Precision,The number of paid subscriptions for sponsored products associated with a click or view on your ad.
SC,DSP Orders,ads_dsp_order_performance,percent_of_purchases_new_to_brand,Double Precision,Percent of ad-attributed purchases for promoted products that were new to brand. 
SC,DSP Orders,ads_dsp_order_performance,product_sales,Double Precision,"Sales (in local currency) of promoted products, attributed to an ad view or click."
SC,DSP Orders,ads_dsp_order_performance,prpv,Double Precision,"Number of times shoppers visited the product review page for a promoted product, attributed to an ad view or click."
SC,DSP Orders,ads_dsp_order_performance,prpv_clicks,Double Precision,"Number of times shoppers visited the product review page for a promoted product, attributed to an ad click."
SC,DSP Orders,ads_dsp_order_performance,prpv_views,Double Precision,"Number of times shoppers visited the product review page for a promoted product, attributed to an ad view. "
SC,DSP Orders,ads_dsp_order_performance,prpvr,Double Precision,ATCR = ATC / Impressions
SC,DSP Orders,ads_dsp_order_performance,purchase_rate,Double Precision,Purchase rate = Purchases / Impressions
SC,DSP Orders,ads_dsp_order_performance,purchases,Double Precision,"Number of times any quantity of a promoted product was included in a purchase event, attributed to an ad view or click"
SC,DSP Orders,ads_dsp_order_performance,purchases_clicks,Double Precision,"Number of times any quantity of a promoted product was included in a purchase event, attributed to an ad click"
SC,DSP Orders,ads_dsp_order_performance,purchases_views,Double Precision,"Number of times any quantity of a promoted product was included in a purchase event, attributed to an ad view"
SC,DSP Orders,ads_dsp_order_performance,roas,Double Precision,ROAS = Product sales / Total cost)
SC,DSP Orders,ads_dsp_order_performance,subscription_sign_up_clicks,Double Precision,The number of free trial and paid subscriptions for sponsored products associated with a click on your ad.
SC,DSP Orders,ads_dsp_order_performance,subscription_sign_up_rate,Double Precision,Free trials and paid subscriptions divided by impressions.
SC,DSP Orders,ads_dsp_order_performance,subscription_sign_up_views,Double Precision,The number of free trial and paid subscriptions for sponsored products associated with ad impressions.
SC,DSP Orders,ads_dsp_order_performance,subscription_sign_ups,Double Precision,The number of free trial and paid subscriptions for sponsored products associated with a click or view on your ad.
SC,DSP Orders,ads_dsp_order_performance,supply_cost,Double Precision,The total amount of money spent on media supply.
SC,DSP Orders,ads_dsp_order_performance,total_cost,Double Precision,The total amount of money spent on running the campaign (does not include 3P fees paid by the managing agency)
SC,DSP Orders,ads_dsp_order_performance,total_pixel,Double Precision,The number of pixel conversion events.
SC,DSP Orders,ads_dsp_order_performance,total_pixel_cvr,Double Precision,The number of pixel conversion events relative to the number of impressions across all pixels.
SC,DSP Orders,ads_dsp_order_performance,units_sold,Double Precision,"Units of promoted products purchased, attributed to an ad view or click."
SC,DSP Orders,ads_dsp_order_performance,video_complete,Double Precision,The number of times a video ad played to completion.
SC,DSP Orders,ads_dsp_order_performance,video_completion_rate,Double Precision,Video completion rate = Video complete / Video start
SC,DSP Orders,ads_dsp_order_performance,video_first_quartile,Double Precision,The number of times at least 25% of a video ad played.
SC,DSP Orders,ads_dsp_order_performance,video_midpoint,Double Precision,The number of times at least 50% of a video ad played. 
SC,DSP Orders,ads_dsp_order_performance,video_mute,Double Precision,The number of times a user muted the video ad.
SC,DSP Orders,ads_dsp_order_performance,video_pause,Double Precision,The number of times a user paused the video ad.
SC,DSP Orders,ads_dsp_order_performance,video_resume,Double Precision,The number of times a user unpaused the video ad.
SC,DSP Orders,ads_dsp_order_performance,video_start,Double Precision,The number of times a video ad was started.
SC,DSP Orders,ads_dsp_order_performance,video_third_quartile,Double Precision,The number of times at least 75% of a video ad played.
SC,DSP Orders,ads_dsp_order_performance,video_unmute,Double Precision,The number of times a user unmuted the video ad.
SC,DSP Orders,ads_dsp_order_performance,viewability_rate,Double Precision,Viewable impressions / measurable impressions.
